tconst,title,runtime,genres,year,rating,votes
tt4276820,The Founder,115,"Biography,Drama",2016,7.2,160106
tt3110958,Now You See Me 2,129,"Action,Adventure,Comedy",2016,6.4,302794
tt0918940,The Legend of Tarzan,110,"Action,Adventure,Drama",2016,6.2,181241
tt3062096,Inferno,121,"Action,Adventure,Crime",2016,6.2,182084
tt3065204,The Conjuring 2,134,"Horror,Mystery,Thriller",2016,7.3,281401
tt3040964,The Jungle Book,106,"Adventure,Drama,Family",2016,7.4,283311
tt3799694,The Nice Guys,116,"Action,Comedy,Crime",2016,7.3,341991
tt3783958,La La Land,128,"Comedy,Drama,Music",2016,8.0,614469
tt5074352,Dangal,161,"Action,Biography,Drama",2016,8.3,197084
tt4302938,Kubo and the Two Strings,101,"Action,Adventure,Animation",2016,7.7,133503
tt3183660,Fantastic Beasts and Where to Find Them,132,"Adventure,Family,Fantasy",2016,7.2,487940
tt5311514,Your Name.,106,"Animation,Drama,Fantasy",2016,8.4,285973
tt4160708,Don't Breathe,88,"Crime,Horror,Thriller",2016,7.1,285401
tt2975590,Batman v Superman: Dawn of Justice,151,"Action,Adventure,Sci-Fi",2016,6.4,711739
tt4196776,Jason Bourne,123,"Action,Thriller",2016,6.6,233479
tt4172430,13 Hours,144,"Action,Drama,History",2016,7.3,150166
tt2948356,Zootopia,108,"Adventure,Animation,Comedy",2016,8.0,515657
tt4550098,Nocturnal Animals,116,"Drama,Thriller",2016,7.5,289153
tt4786282,Lights Out,81,"Horror,Mystery",2016,6.3,135314
tt3531824,Nerve,96,"Action,Adventure,Crime",2016,6.5,135220
tt4776998,The Promise,133,"Action,Adventure,Drama",2016,6.1,177203
tt3521164,Moana,107,"Adventure,Animation,Comedy",2016,7.6,350977
tt3470600,Sing,108,"Animation,Comedy,Family",2016,7.1,178391
tt4857264,The Invisible Guest,106,"Crime,Drama,Mystery",2016,8.0,182666
tt4846340,Hidden Figures,127,"Biography,Drama,History",2016,7.8,240349
tt3498820,Captain America: Civil War,147,"Action,Sci-Fi",2016,7.8,810640
tt3631112,The Girl on the Train,112,"Crime,Drama,Mystery",2016,6.5,192472
tt3640424,Allied,124,"Action,Drama,Romance",2016,7.1,162458
tt4682786,Collateral Beauty,97,"Drama,Romance",2016,6.7,102640
tt4651520,Bad Moms,100,Comedy,2016,6.2,129789
tt3553976,Captain Fantastic,118,"Comedy,Drama",2016,7.8,225156
tt4731136,A Cure for Wellness,146,"Drama,Fantasy,Horror",2016,6.4,103860
tt4572514,Patriots Day,133,"Action,Crime,Drama",2016,7.3,107483
tt4698684,Hunt for the Wilderpeople,101,"Adventure,Comedy,Drama",2016,7.8,135046
tt3300542,London Has Fallen,99,"Action,Thriller",2016,5.9,163535
tt4972582,Split,117,"Horror,Thriller",2016,7.3,517064
tt4975722,Moonlight,111,Drama,2016,7.4,317893
tt3748528,Rogue One: A Star Wars Story,133,"Action,Adventure,Sci-Fi",2016,7.8,657118
tt3263904,Sully,96,"Biography,Drama",2016,7.4,282590
tt3289956,The Autopsy of Jane Doe,86,"Horror,Mystery,Thriller",2016,6.8,126286
tt3774114,Snowden,134,"Biography,Crime,Drama",2016,7.3,156568
tt5022702,Hush,82,"Horror,Thriller",2016,6.6,143914
tt4438848,Neighbors 2: Sorority Rising,92,Comedy,2016,5.7,126392
tt3410834,Allegiant,120,"Action,Adventure,Mystery",2016,5.7,127402
tt4501244,Why Him?,111,Comedy,2016,6.2,118188
tt3741834,Lion,118,"Biography,Drama",2016,8.0,242463
tt3393786,Jack Reacher: Never Go Back,118,"Action,Crime,Drama",2016,6.1,164983
tt3381008,The Brothers Grimsby,83,"Action,Adventure,Comedy",2016,6.2,106498
tt3385516,X-Men: Apocalypse,144,"Action,Adventure,Sci-Fi",2016,6.9,445482
tt4052882,The Shallows,86,"Action,Drama,Horror",2016,6.3,137630
tt2567026,Alice Through the Looking Glass,113,"Adventure,Family,Fantasy",2016,6.2,114605
tt2582782,Hell or High Water,102,"Crime,Drama,Thriller",2016,7.6,238768
tt0475290,"Hail, Caesar!",106,"Comedy,Drama,Mystery",2016,6.3,138898
tt2404435,The Magnificent Seven,132,"Action,Adventure,Drama",2016,6.8,218930
tt2404233,Gods of Egypt,127,"Action,Adventure,Drama",2016,5.4,120917
tt4016934,The Handmaiden,145,"Drama,Romance,Thriller",2016,8.1,156687
tt1179933,10 Cloverfield Lane,103,"Drama,Horror,Mystery",2016,7.2,339505
tt4034354,Swiss Army Man,97,"Comedy,Drama,Fantasy",2016,6.9,128139
tt2543164,Arrival,116,"Drama,Mystery,Sci-Fi",2016,7.9,717993
tt4034228,Manchester by the Sea,137,Drama,2016,7.8,293315
tt0490215,Silence,161,"Drama,History",2016,7.1,116666
tt2381991,The Huntsman: Winter's War,114,"Action,Adventure,Drama",2016,6.1,114075
tt1211837,Doctor Strange,115,"Action,Adventure,Fantasy",2016,7.5,764697
tt2709768,The Secret Life of Pets,87,"Adventure,Animation,Comedy",2016,6.5,208290
tt5813916,The Mountain II,135,"Action,Drama,War",2016,8.2,109156
tt0803096,Warcraft,123,"Action,Adventure,Fantasy",2016,6.7,270163
tt4094724,The Purge: Election Year,108,"Action,Horror,Sci-Fi",2016,6.0,105016
tt2674426,Me Before You,106,"Drama,Romance",2016,7.4,266096
tt2671706,Fences,139,Drama,2016,7.2,112096
tt5700672,Train to Busan,118,"Action,Horror,Thriller",2016,7.6,234198
tt2660888,Star Trek Beyond,122,"Action,Adventure,Sci-Fi",2016,7.0,251590
tt1390411,In the Heart of the Sea,122,"Action,Adventure,Biography",2015,6.9,143042
tt1392190,Mad Max: Fury Road,120,"Action,Adventure,Sci-Fi",2015,8.1,1028910
tt4263482,The Witch,92,"Drama,Fantasy,Horror",2015,6.9,276360
tt4062536,Green Room,95,"Crime,Drama,Horror",2015,7.0,131139
tt1979388,The Good Dinosaur,93,"Adventure,Animation,Comedy",2015,6.7,120559
tt1951266,The Hunger Games: Mockingjay - Part 2,137,"Action,Adventure,Sci-Fi",2015,6.5,342668
tt4178092,The Gift,108,"Drama,Mystery,Thriller",2015,7.0,163917
tt1964418,Tomorrowland,130,"Action,Adventure,Family",2015,6.4,186197
tt0369610,Jurassic World,124,"Action,Adventure,Sci-Fi",2015,6.9,656441
tt4046784,Maze Runner: The Scorch Trials,131,"Action,Adventure,Sci-Fi",2015,6.3,260586
tt1398426,Straight Outta Compton,147,"Biography,Drama,History",2015,7.8,208892
tt1895587,Spotlight,129,"Biography,Crime,Drama",2015,8.1,481763
tt1524930,Vacation,99,"Adventure,Comedy",2015,6.1,116460
tt1528854,Daddy's Home,96,"Comedy,Family",2015,6.1,124101
tt1663202,The Revenant,156,"Action,Adventure,Drama",2015,8.0,827007
tt1661199,Cinderella,105,"Adventure,Drama,Family",2015,6.9,182278
tt1655441,The Age of Adaline,112,"Drama,Fantasy,Romance",2015,7.2,190029
tt1617661,Jupiter Ascending,127,"Action,Adventure,Sci-Fi",2015,5.3,191271
tt1618442,The Last Witch Hunter,106,"Action,Adventure,Fantasy",2015,5.9,106473
tt1638355,The Man from U.N.C.L.E.,116,"Action,Adventure,Comedy",2015,7.2,319508
tt1596363,The Big Short,130,"Biography,Comedy,Drama",2015,7.8,446312
tt1798684,Southpaw,124,"Action,Crime,Drama",2015,7.3,246754
tt1823672,Chappie,120,"Action,Crime,Drama",2015,6.8,259302
tt1502712,Fantastic Four,100,"Action,Adventure,Sci-Fi",2015,4.3,171299
tt1340138,Terminator Genisys,126,"Action,Adventure,Sci-Fi",2015,6.3,284215
tt1355683,Black Mass,123,"Biography,Crime,Drama",2015,6.9,185605
tt3079380,Spy,120,"Action,Comedy",2015,7.0,250093
tt3076658,Creed,133,"Action,Drama,Sport",2015,7.6,296284
tt0810819,The Danish Girl,119,"Biography,Crime,Drama",2015,7.1,192184
tt2126355,San Andreas,114,"Action,Adventure,Thriller",2015,6.1,245707
tt2096673,Inside Out,95,"Adventure,Animation,Comedy",2015,8.1,735309
tt3195644,Insidious: Chapter 3,97,"Horror,Mystery,Thriller",2015,6.1,108968
tt2293640,Minions,91,"Adventure,Animation,Comedy",2015,6.4,246813
tt2719848,Everest,121,"Action,Adventure,Biography",2015,7.1,223761
tt3567288,The Visit,94,"Horror,Mystery,Thriller",2015,6.2,141456
tt3569230,Legend,132,"Biography,Crime,Drama",2015,6.9,190521
tt3659388,The Martian,144,"Adventure,Drama,Sci-Fi",2015,8.0,878363
tt2120120,Pixels,105,"Action,Comedy,Fantasy",2015,5.6,150399
tt2848292,Pitch Perfect 2,115,"Comedy,Music",2015,6.4,163056
tt2820852,Furious 7,137,"Action,Crime,Thriller",2015,7.1,399518
tt2080374,Steve Jobs,122,"Biography,Drama",2015,7.2,173227
tt2908446,The Divergent Series: Insurgent,119,"Action,Adventure,Sci-Fi",2015,6.2,245070
tt3622592,Paper Towns,109,"Adventure,Comedy,Drama",2015,6.2,105381
tt2224026,Home,94,"Adventure,Animation,Comedy",2015,6.5,106726
tt3488710,The Walk,123,"Adventure,Biography,Drama",2015,7.3,131487
tt2446980,Joy,124,"Biography,Drama",2015,6.6,140298
tt0478970,Ant-Man,117,"Action,Comedy,Sci-Fi",2015,7.3,692064
tt2494362,Bone Tomahawk,132,"Drama,Horror,Western",2015,7.1,107394
tt2140379,Self/less,117,"Action,Mystery,Sci-Fi",2015,6.5,101479
tt2488496,Star Wars: Episode VII - The Force Awakens,138,"Action,Adventure,Sci-Fi",2015,7.8,946702
tt2510894,Hotel Transylvania 2,89,"Adventure,Animation,Comedy",2015,6.6,133864
tt2503944,Burnt,101,"Comedy,Drama",2015,6.6,125847
tt3464902,The Lobster,119,"Drama,Romance,Sci-Fi",2015,7.1,269403
tt3152624,Trainwreck,125,"Comedy,Drama,Romance",2015,6.2,139411
tt2381249,Mission: Impossible - Rogue Nation,131,"Action,Adventure,Thriller",2015,7.4,383534
tt2381111,Brooklyn,117,"Drama,Romance",2015,7.5,145629
tt2381941,Focus,105,"Comedy,Crime,Drama",2015,6.6,258759
tt3460252,The Hateful Eight,168,"Crime,Drama,Mystery",2015,7.8,622773
tt2379713,Spectre,148,"Action,Adventure,Thriller",2015,6.8,450561
tt3170832,Room,118,"Drama,Thriller",2015,8.1,431349
tt2395427,Avengers: Age of Ultron,141,"Action,Adventure,Sci-Fi",2015,7.3,884644
tt2402927,Carol,118,Drama,2015,7.2,135095
tt2361509,The Intern,121,"Comedy,Drama",2015,7.1,260380
tt2400463,The Invitation,100,"Drama,Horror,Mystery",2015,6.6,113832
tt2199571,Run All Night,114,"Action,Crime,Thriller",2015,6.6,111825
tt2582496,Me and Earl and the Dying Girl,105,"Comedy,Drama,Romance",2015,7.7,134572
tt2637276,Ted 2,115,Comedy,2015,6.3,218809
tt2631186,Baahubali: The Beginning,159,"Action,Drama",2015,8.0,129820
tt2554274,Crimson Peak,119,"Drama,Horror,Mystery",2015,6.5,152698
tt3682448,Bridge of Spies,142,"Drama,History,Thriller",2015,7.6,318182
tt2322441,Fifty Shades of Grey,125,"Drama,Romance,Thriller",2015,4.2,325990
tt3397884,Sicario,121,"Action,Crime,Drama",2015,7.6,445649
tt1172049,Demolition,101,"Comedy,Drama",2015,7.0,103958
tt2561572,Get Hard,100,"Comedy,Crime",2015,6.0,141356
tt1528100,Exodus: Gods and Kings,150,"Action,Adventure,Drama",2014,6.0,172797
tt2170593,St. Vincent,102,"Comedy,Drama",2014,7.2,105846
tt2170439,Horrible Bosses 2,108,"Comedy,Crime",2014,6.3,178375
tt2177771,The Monuments Men,118,"Comedy,Drama,History",2014,6.1,134767
tt2179136,American Sniper,133,"Action,Biography,Drama",2014,7.3,502574
tt3416742,What We Do in the Shadows,86,"Comedy,Horror",2014,7.6,190027
tt3235888,It Follows,100,"Horror,Mystery,Thriller",2014,6.8,252481
tt3316960,Still Alice,101,Drama,2014,7.5,139250
tt3322940,Annabelle,99,"Horror,Mystery,Thriller",2014,5.4,165445
tt2180411,Into the Woods,125,"Adventure,Comedy,Drama",2014,5.9,144285
tt1065073,Boyhood,165,Drama,2014,7.9,359917
tt2305051,Wild,115,"Adventure,Biography,Drama",2014,7.1,132825
tt2310332,The Hobbit: The Battle of the Five Armies,144,"Adventure,Fantasy",2014,7.4,547219
tt1646971,How to Train Your Dragon 2,102,"Action,Adventure,Animation",2014,7.8,347174
tt1253863,300: Rise of an Empire,102,"Action,Drama",2014,6.2,307650
tt0455944,The Equalizer,132,"Action,Crime,Thriller",2014,7.2,384152
tt2557490,A Million Ways to Die in the West,116,"Comedy,Western",2014,6.1,193456
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),119,"Comedy,Drama",2014,7.7,645045
tt2582802,Whiplash,106,"Drama,Music",2014,8.5,902747
tt2582846,The Fault in Our Stars,126,"Drama,Romance",2014,7.7,386840
tt2278388,The Grand Budapest Hotel,99,"Adventure,Comedy,Crime",2014,8.1,837453
tt2713180,Fury,134,"Action,Drama,War",2014,7.5,511617
tt1267297,Hercules,98,"Action,Adventure,Fantasy",2014,6.0,160084
tt2294449,22 Jump Street,112,"Action,Comedy,Crime",2014,7.0,388795
tt2692250,Night at the Museum: Secret of the Tomb,98,"Adventure,Comedy,Family",2014,6.2,128519
tt0470752,Ex Machina,108,"Drama,Sci-Fi,Thriller",2014,7.7,561246
tt2369135,Need for Speed,132,"Action,Adventure,Thriller",2014,6.4,174189
tt1205537,Jack Ryan: Shadow Recruit,105,"Action,Drama,Thriller",2014,6.2,134932
tt2397535,Predestination,97,"Action,Drama,Sci-Fi",2014,7.4,290941
tt1587310,Maleficent,97,"Adventure,Family,Fantasy",2014,6.9,385731
tt2333784,The Expendables 3,126,"Action,Adventure,Thriller",2014,6.1,187558
tt2321549,The Babadook,94,"Horror,Mystery",2014,6.8,233529
tt1638002,"Love, Rosie",102,"Comedy,Romance",2014,7.1,146935
tt0458481,Sin City: A Dame to Kill For,102,"Action,Crime,Thriller",2014,6.5,165830
tt2446042,Taken 3,108,"Action,Crime,Thriller",2014,6.0,197784
tt1600196,The Drop,106,"Crime,Drama,Thriller",2014,7.0,155559
tt2338151,PK,153,"Comedy,Drama,Sci-Fi",2014,8.1,192943
tt1234721,RoboCop,117,"Action,Crime,Sci-Fi",2014,6.1,233366
tt1631867,Edge of Tomorrow,113,"Action,Adventure,Sci-Fi",2014,7.9,698491
tt1291150,Teenage Mutant Ninja Turtles,101,"Action,Adventure,Comedy",2014,5.8,214453
tt2980516,The Theory of Everything,123,"Biography,Drama,Romance",2014,7.7,463348
tt2980592,The Guest,100,Thriller,2014,6.7,103153
tt3011894,Wild Tales,122,"Comedy,Drama,Thriller",2014,8.1,205028
tt2203939,The Other Woman,109,"Comedy,Romance",2014,6.0,144931
tt1086772,Blended,117,"Comedy,Romance",2014,6.5,137590
tt2209764,Transcendence,119,"Action,Drama,Sci-Fi",2014,6.2,233253
tt0435651,The Giver,97,"Drama,Romance,Sci-Fi",2014,6.4,122053
tt2975578,The Purge: Anarchy,103,"Action,Horror,Sci-Fi",2014,6.4,156551
tt0816692,Interstellar,169,"Adventure,Drama,Sci-Fi",2014,8.7,1906749
tt2802144,Kingsman: The Secret Service,129,"Action,Adventure,Comedy",2014,7.7,685552
tt2788710,The Interview,112,"Action,Adventure,Comedy",2014,6.5,341127
tt2265171,The Raid 2,150,"Action,Crime,Thriller",2014,7.9,126976
tt2267998,Gone Girl,149,"Drama,Mystery,Thriller",2014,8.1,1007625
tt1100089,Foxcatcher,134,"Biography,Drama,History",2014,7.0,145345
tt0831387,Godzilla,123,"Action,Adventure,Sci-Fi",2014,6.4,422655
tt2884206,I Origins,106,"Drama,Mystery,Romance",2014,7.3,128891
tt2883512,Chef,114,"Adventure,Comedy,Drama",2014,7.3,222444
tt2870612,"As Above, So Below",93,"Horror,Mystery,Thriller",2014,6.2,100519
tt2872718,Nightcrawler,117,"Crime,Drama,Thriller",2014,7.8,568859
tt0829150,Dracula Untold,92,"Action,Drama,Fantasy",2014,6.2,201038
tt2872732,Lucy,89,"Action,Sci-Fi,Thriller",2014,6.4,511412
tt1109624,Paddington,95,"Adventure,Comedy,Family",2014,7.3,123493
tt2245084,Big Hero 6,102,"Action,Adventure,Animation",2014,7.8,475958
tt2911666,John Wick,101,"Action,Crime,Thriller",2014,7.4,691601
tt1790864,The Maze Runner,113,"Action,Mystery,Sci-Fi",2014,6.8,483117
tt1355630,If I Stay,107,"Drama,Fantasy,Music",2014,6.7,125765
tt1956620,Sex Tape,94,"Comedy,Romance",2014,5.1,114985
tt1959490,Noah,138,"Action,Adventure,Drama",2014,5.8,260535
tt1951265,The Hunger Games: Mockingjay - Part 1,123,"Action,Adventure,Sci-Fi",2014,6.6,471232
tt2084970,The Imitation Game,114,"Biography,Drama,Thriller",2014,8.0,788307
tt1924435,Let's Be Cops,104,"Action,Comedy,Crime",2014,6.4,137040
tt1921064,Pompeii,105,"Action,Adventure,Drama",2014,5.5,113566
tt2015381,Guardians of the Galaxy,121,"Action,Adventure,Comedy",2014,8.0,1214318
tt2004420,Neighbors,97,Comedy,2014,6.3,318745
tt2024469,Non-Stop,106,"Action,Mystery,Thriller",2014,6.9,269478
tt1408253,Ride Along,99,"Action,Comedy,Crime",2014,6.1,118302
tt1840309,Divergent,139,"Action,Adventure,Mystery",2014,6.6,471302
tt1490017,The Lego Movie,100,"Action,Adventure,Animation",2014,7.7,368560
tt1809398,Unbroken,137,"Action,Biography,Drama",2014,7.2,173839
tt1791528,Inherent Vice,148,"Comedy,Crime,Drama",2014,6.6,107407
tt1800246,That Awkward Moment,94,"Comedy,Romance",2014,6.1,105259
tt2103281,Dawn of the Planet of the Apes,130,"Action,Adventure,Drama",2014,7.6,451366
tt0365907,A Walk Among the Tombstones,114,"Action,Crime,Drama",2014,6.5,124309
tt2096672,Dumb and Dumber To,109,Comedy,2014,5.6,140899
tt1872181,The Amazing Spider-Man 2,142,"Action,Adventure,Sci-Fi",2014,6.6,512096
tt1872194,The Judge,141,"Crime,Drama",2014,7.4,196064
tt1877832,X-Men: Days of Future Past,132,"Action,Adventure,Sci-Fi",2014,7.9,724577
tt1843866,Captain America: The Winter Soldier,136,"Action,Adventure,Sci-Fi",2014,7.8,865783
tt2109248,Transformers: Age of Extinction,165,"Action,Adventure,Sci-Fi",2014,5.6,320624
tt1411250,Riddick,119,"Action,Adventure,Sci-Fi",2013,6.4,172660
tt1321870,Gangster Squad,113,"Action,Crime,Drama",2013,6.7,218814
tt0359950,The Secret Life of Walter Mitty,114,"Adventure,Comedy,Drama",2013,7.3,326299
tt1229340,Anchorman 2: The Legend Continues,119,Comedy,2013,6.3,186651
tt0770828,Man of Steel,143,"Action,Adventure,Sci-Fi",2013,7.1,785636
tt1333125,Movie 43,94,Comedy,2013,4.3,108482
tt1602613,Only God Forgives,90,"Action,Crime,Drama",2013,5.7,115000
tt1549920,The Last Stand,107,"Action,Thriller,Western",2013,6.3,142229
tt0790736,R.I.P.D.,96,"Action,Adventure,Comedy",2013,5.6,139554
tt0790636,Dallas Buyers Club,117,"Biography,Drama",2013,7.9,500021
tt1091191,Lone Survivor,121,"Action,Biography,Drama",2013,7.5,295141
tt1441395,Under the Skin,108,"Drama,Horror,Mystery",2013,6.3,149196
tt1606378,A Good Day to Die Hard,98,"Action,Thriller",2013,5.2,210733
tt1210819,The Lone Ranger,150,"Action,Adventure,Western",2013,6.4,239090
tt1204975,Last Vegas,105,"Comedy,Drama",2013,6.6,134357
tt1300854,Iron Man 3,130,"Action,Adventure,Sci-Fi",2013,7.1,868644
tt1343092,The Great Gatsby,143,"Drama,Romance",2013,7.2,564858
tt1392214,Prisoners,153,"Crime,Drama,Mystery",2013,8.1,744600
tt1206543,Out of the Furnace,116,"Action,Crime,Drama",2013,6.7,120433
tt0993846,The Wolf of Wall Street,180,"Biography,Comedy,Crime",2013,8.2,1460743
tt1288558,Evil Dead,91,Horror,2013,6.5,185975
tt1213663,The World's End,109,"Action,Comedy,Sci-Fi",2013,6.9,288775
tt1211956,Escape Plan,115,"Action,Thriller",2013,6.7,249475
tt0848537,Epic,102,"Action,Adventure,Animation",2013,6.6,107425
tt0816711,World War Z,116,"Action,Adventure,Horror",2013,7.0,686899
tt1327773,The Butler,132,"Biography,Drama",2013,7.2,117437
tt1335975,47 Ronin,128,"Action,Drama,Fantasy",2013,6.2,165034
tt0816442,The Book Thief,131,"Drama,War",2013,7.5,138771
tt1428538,Hansel & Gretel: Witch Hunters,88,"Action,Fantasy,Horror",2013,6.1,211112
tt1538403,The Mortal Instruments: City of Bones,130,"Action,Adventure,Fantasy",2013,5.8,136316
tt1454468,Gravity,91,"Drama,Sci-Fi,Thriller",2013,7.7,840213
tt1351685,Jack the Giant Slayer,114,"Action,Adventure,Fantasy",2013,6.2,142522
tt1170358,The Hobbit: The Desolation of Smaug,161,Fantasy,2013,7.8,678435
tt1408101,Star Trek Into Darkness,132,"Action,Adventure,Sci-Fi",2013,7.7,489096
tt1517260,The Host,125,"Action,Adventure,Drama",2013,5.8,116762
tt1457767,The Conjuring,112,"Horror,Mystery,Thriller",2013,7.5,524344
tt1245492,This Is the End,107,"Comedy,Fantasy",2013,6.6,422132
tt1583421,G.I. Joe: Retaliation,110,"Action,Adventure,Sci-Fi",2013,5.7,184334
tt1535109,Captain Phillips,134,"Action,Biography,Crime",2013,7.8,472814
tt1535108,Elysium,109,"Action,Drama,Sci-Fi",2013,6.6,457255
tt1272878,2 Guns,109,"Action,Thriller",2013,6.7,218489
tt1450321,Filth,97,"Action,Comedy,Crime",2013,7.0,112232
tt0481499,The Croods,98,"Action,Adventure,Animation",2013,7.2,222466
tt1430132,The Wolverine,126,"Action,Sci-Fi",2013,6.7,477293
tt1483013,Oblivion,124,"Action,Adventure,Sci-Fi",2013,7.0,537139
tt1453405,Monsters University,104,"Adventure,Animation,Comedy",2013,7.2,370943
tt1588173,Warm Bodies,98,"Comedy,Horror,Romance",2013,6.8,236032
tt1985966,Cloudy with a Chance of Meatballs 2,95,"Adventure,Animation,Comedy",2013,6.3,108372
tt1731141,Ender's Game,114,"Action,Adventure,Sci-Fi",2013,6.6,246376
tt1980929,Begin Again,104,"Comedy,Drama,Music",2013,7.4,160903
tt1980209,Pain & Gain,129,"Action,Comedy,Crime",2013,6.4,222415
tt1981115,Thor: The Dark World,112,"Action,Adventure,Fantasy",2013,6.8,699018
tt1979320,Rush,123,"Action,Biography,Drama",2013,8.1,490669
tt2357129,Jobs,128,"Biography,Drama",2013,6.0,100330
tt1723121,We're the Millers,110,"Comedy,Crime",2013,7.0,463125
tt2234155,The Internship,119,Comedy,2013,6.3,209120
tt1727388,The Way Way Back,103,"Comedy,Drama",2013,7.4,153390
tt2692904,Locke,85,Drama,2013,7.1,154222
tt2294629,Frozen,102,"Adventure,Animation,Comedy",2013,7.4,638918
tt1854564,Percy Jackson: Sea of Monsters,106,"Adventure,Family,Fantasy",2013,5.7,121375
tt1815862,After Earth,100,"Action,Adventure,Sci-Fi",2013,4.8,204942
tt1821549,Nebraska,115,Drama,2013,7.7,120248
tt1821694,RED 2,116,"Action,Comedy,Crime",2013,6.6,175527
tt2312718,Homefront,100,"Action,Crime,Thriller",2013,6.5,123956
tt2316411,Enemy,91,"Drama,Mystery,Thriller",2013,6.9,201739
tt2302755,Olympus Has Fallen,119,"Action,Thriller",2013,6.5,283246
tt2024432,Identity Thief,111,"Comedy,Crime,Drama",2013,5.7,136965
tt2024544,12 Years a Slave,134,"Biography,Drama,History",2013,8.1,715197
tt2023587,Mama,100,"Fantasy,Horror,Thriller",2013,6.2,185732
tt2866360,Coherence,89,"Drama,Mystery,Sci-Fi",2013,7.2,135821
tt2334873,Blue Jasmine,98,"Comedy,Drama",2013,7.3,207679
tt2334879,White House Down,131,"Action,Drama,Thriller",2013,6.3,228311
tt2042568,Inside Llewyn Davis,104,"Drama,Music",2013,7.4,157995
tt2053463,Side Effects,106,"Crime,Drama,Mystery",2013,7.1,193367
tt1860353,Turbo,96,"Adventure,Animation,Comedy",2013,6.4,103318
tt2278871,Blue Is the Warmest Colour,180,"Drama,Romance",2013,7.7,157049
tt1798709,Her,126,"Drama,Romance,Sci-Fi",2013,8.0,635220
tt1800241,American Hustle,138,"Crime,Drama",2013,7.2,488458
tt1650554,Kick-Ass 2,103,"Action,Comedy,Crime",2013,6.5,279620
tt2191701,Grown Ups 2,101,Comedy,2013,5.3,160431
tt1911644,The Call,96,"Drama,Thriller",2013,6.7,126082
tt2193215,The Counselor,117,"Crime,Drama,Thriller",2013,5.4,103306
tt2194499,About Time,123,"Comedy,Drama,Fantasy",2013,7.8,364036
tt2184339,The Purge,85,"Horror,Sci-Fi,Thriller",2013,5.7,230394
tt2431286,Philomena,98,"Biography,Comedy,Drama",2013,7.6,101922
tt1904996,Parker,118,"Action,Crime,Thriller",2013,6.2,125729
tt1905041,Fast & Furious 6,130,"Action,Adventure,Crime",2013,7.0,403198
tt1670345,Now You See Me,115,"Crime,Mystery,Thriller",2013,7.2,677867
tt1663662,Pacific Rim,131,"Action,Adventure,Sci-Fi",2013,6.9,512801
tt2404311,The Family,111,"Comedy,Crime,Thriller",2013,6.3,119530
tt2404463,The Heat,117,"Action,Comedy,Crime",2013,6.6,176615
tt1937390,Nymphomaniac: Vol. I,117,Drama,2013,6.9,127502
tt1623205,Oz the Great and Powerful,130,"Adventure,Family,Fantasy",2013,6.3,210958
tt2140373,Saving Mr. Banks,125,"Biography,Comedy,Drama",2013,7.5,165721
tt1939659,Carrie,100,"Drama,Horror,Thriller",2013,5.8,143800
tt1951261,The Hangover Part III,100,"Comedy,Crime",2013,5.8,323191
tt1951264,The Hunger Games: Catching Fire,146,"Action,Adventure,Sci-Fi",2013,7.5,683160
tt2388715,Oculus,104,"Horror,Mystery,Thriller",2013,6.5,133585
tt1924396,The Best Offer,131,"Crime,Drama,Mystery",2013,7.8,123232
tt1924429,Trance,101,"Crime,Drama,Mystery",2013,6.9,115860
tt1702439,Safe Haven,115,"Drama,Romance,Thriller",2013,6.6,113253
tt1706620,Snowpiercer,126,"Action,Drama,Sci-Fi",2013,7.1,371536
tt2226417,Insidious: Chapter 2,106,"Horror,Mystery,Thriller",2013,6.5,176782
tt2229499,Don Jon,90,"Comedy,Drama,Romance",2013,6.5,242960
tt1714206,The Spectacular Now,95,"Drama,Romance",2013,7.1,157349
tt1714915,Only Lovers Left Alive,123,"Comedy,Drama,Fantasy",2013,7.2,103944
tt2209418,Before Midnight,109,"Drama,Romance",2013,7.9,164265
tt1682180,Stoker,99,"Drama,Thriller",2013,6.7,111460
tt1690953,Despicable Me 2,98,"Adventure,Animation,Comedy",2013,7.3,410047
tt1232829,21 Jump Street,109,"Action,Comedy,Crime",2012,7.2,574398
tt1392170,The Hunger Games,142,"Action,Adventure,Sci-Fi",2012,7.2,947153
tt1397280,Taken 2,92,"Action,Crime,Thriller",2012,6.2,313555
tt1397514,Journey 2: The Mysterious Island,94,"Action,Adventure,Comedy",2012,5.7,107824
tt1409024,Men in Black 3,106,"Action,Adventure,Comedy",2012,6.8,372665
tt1217209,Brave,93,"Adventure,Animation,Comedy",2012,7.1,423209
tt1212450,Lawless,116,"Biography,Crime,Drama",2012,7.2,246892
tt1232200,That's My Boy,116,Comedy,2012,5.5,104150
tt1981677,Pitch Perfect,112,"Comedy,Music,Romance",2012,7.1,316513
tt1298649,The Watch,102,"Comedy,Sci-Fi",2012,5.7,130337
tt2101441,Spring Breakers,94,"Crime,Drama,Thriller",2012,5.3,145286
tt2106476,The Hunt,115,Drama,2012,8.3,340959
tt1343727,Dredd,95,"Action,Crime,Sci-Fi",2012,7.1,282399
tt1307068,Seeking a Friend for the End of the World,101,"Adventure,Comedy,Drama",2012,6.7,116773
tt1327194,The Lucky One,101,"Drama,Mystery,Romance",2012,6.4,111009
